id,LOCATION,AGE,HEIGHT,WEIGHT,WINGSPAN,X0.10M,X0.30M,X0.40M,X30.40M,TRIPLE.BROAD.JUMP,SINGLE.BROAD.JUMP,ABSOLUTE.6SEC.PEAK.POWER,RELATIVE.6SEC.PEAK.POWER,UB.PUSH,UB.PULL,LB.PUSH,CONCEPT.TOTAL,ARM.LEG.BIKE,NA.,HEIGHT.1,WEIGHT.1,WINGSPAN.1,X0.10M.1,X0.30M.1,X0.40M.1,X30.40M.1,TRIPLE.BROAD.JUMP.1,SINGLE.BROAD.JUMP.1,ABSOLUTE.6SEC.PEAK.POWER.1,RELATIVE.6SEC.PEAK.POWER.1,UB.PUSH.1,UB.PULL.1,LB.PUSH.1,CONCEPT.TOTAL.1,ARM.LEG.BIKE.1,CUMULATIVE..PHYSICAL.TESTS.
143,ATLANTIC,19,180.8,80.8,189.7,1.83,4.47,5.76,1.29,7.16,2.43,1319,16.32425743,462,575,603,1640,76,#N/A,0.018634479,0.271305766,0.291919911,-0.921691057,-0.970093624,-0.908448079,-0.620302722,-1.43775537,-1.11038169,0.197222757,0.008326406,0.735709732,0.560035423,-0.790064381,-0.02735416,0.733248772,-0.326396486
144,AB,18.5,174,62.4,177.5,1.71,4.21,5.37,1.16,7.63,2.4,945,15.14423077,268,419,541,1228,76,#N/A,-0.850363558,-1.242745504,-1.067443153,0.185223743,-0.109698414,-0.116196847,-0.061019002,-0.899758949,-1.227625991,-1.266179179,-0.459732401,-1.335079268,-0.660058441,-1.114359,-1.098849754,0.733248772,-0.368257836
145,Quebec,24.4,180.4,91.6,182.9,1.72,3.96,5.04,1.08,8.74,2.82,1519,16.58296943,496,683,1007,2186,76,#N/A,-0.032483053,1.159988034,-0.465757862,0.092980843,0.725287373,0.55416958,0.283155594,0.370828341,0.413794219,0.979790637,0.110944793,1.098631516,1.404715789,1.323081202,1.392637575,0.733248772,0.632365812
146,BC,16,196.5,79.2,202,1.67,4.25,5.46,1.21,7.03,2.43,1182,14.92424242,353,471,678,1502,74,#N/A,2.024997592,0.139649134,1.662425294,0.554195343,-0.237589115,-0.299024055,-0.276128125,-1.58656289,-1.11038169,-0.338836241,-0.546991008,-0.427774809,-0.253360486,-0.397772503,-0.38625317,0.331688656,-0.497428493
147,BC,25,173.5,72.6,175,1.71,4.28,5.47,1.19,6.9,2.26,1090,15.0137741,332,427,602,1361,76,#N/A,-0.914260472,-0.403434474,-1.346001157,0.185223743,-0.340196107,-0.319338189,-0.190084476,-1.735370411,-1.774766061,-0.698817466,-0.511478173,-0.651932381,-0.597489525,-0.795294939,-0.752954332,0.733248772,-0.517178467
148,ATLANTIC,23.9,180.6,82.4,190,1.77,4.16,5.26,1.1,8.55,2.69,1322,16.04368932,506,648,785,1939,73,#N/A,-0.006924287,0.402962398,0.325346871,-0.368233657,0.057790944,0.107258628,0.197111945,0.153340427,-0.094264418,0.208961275,-0.102961227,1.205373217,1.130976782,0.161897243,0.750260362,0.130908598,0.207761358
149,AB,19.5,179,80.5,181,1.87,4.15,5.2,1.05,9.39,2.97,1250,15.52795031,409,602,654,1665,77,#N/A,-0.211394413,0.246620148,-0.677461946,-1.290662657,0.091798349,0.229143433,0.412221068,1.114865944,1.000015722,-0.072763162,-0.307529644,0.169978717,0.771205514,-0.523305904,0.037663777,0.93402883,0.401634468
150,ATLANTIC,16.2,180.6,78.2,185.2,1.78,4.27,5.48,1.21,8.15,2.64,1229,15.71611253,400,578,738,1716,68,#N/A,-0.006924287,0.057363739,-0.209484498,-0.460476557,-0.308582682,-0.339652323,-0.276128125,-0.304528867,-0.289671586,-0.154932789,-0.232894902,0.073911186,0.583498766,-0.083939,0.170300367,-0.872991693,-0.315953484
151,Quebec,24.1,178.5,79,194.9,1.66,3.89,4.92,1.03,9.88,3.05,1584,20.05063291,474,574,1140,2188,73,#N/A,-0.275291328,0.123192055,0.871320561,0.646438243,0.959082922,0.79793919,0.498264717,1.675755829,1.312667191,1.234125198,1.486397137,0.863799774,0.552214308,2.018745465,1.39783901,0.130908598,1.097767953
152,BC,16,181.5,65.1,189.5,1.7,4.29,5.5,1.21,7.01,2.36,1002,15.39170507,310,474,522,1306,73,#N/A,0.108090159,-1.020574938,0.26963527,0.277466643,-0.368862457,-0.380280591,-0.276128125,-1.609456355,-1.383951725,-1.043147333,-0.361571461,-0.886764124,-0.229897143,-1.213739609,-0.895993792,0.130908598,-0.62327872
153,BC,19,170.5,57.5,176,1.75,4.3,5.5,1.2,7.1,2.22,989,17.2,291,296,629,1216,68,#N/A,-1.297641959,-1.645943941,-1.234577956,-0.183747857,-0.406067187,-0.380280591,-0.2331063,-1.506435764,-1.931091795,-1.094014245,0.355690613,-1.089573356,-1.622055525,-0.654069863,-1.130058364,-0.872991693,-0.70681516
154,ATLANTIC,20.9,180,87.3,185,1.65,4.05,5.21,1.16,8.32,2.66,1485,17.01030928,496,659,887,2042,71,#N/A,-0.083600584,0.806160835,-0.231769138,0.738681143,0.425767232,0.208829299,-0.061019002,-0.109934417,-0.211508718,0.846754098,0.28044959,1.098631516,1.217009041,0.695414197,1.01813426,-0.270651518,0.225365443
155,ATLANTIC,24.7,179.7,77.6,181.8,1.86,4.33,5.5,1.17,8.36,2.67,1228,15.82474227,405,518,781,1704,76,#N/A,-0.121938733,0.007992502,-0.588323384,-1.198419757,-0.506140852,-0.380280591,-0.104040827,-0.064147488,-0.172427285,-0.158845628,-0.189806804,0.127282036,0.114231896,0.14097501,0.139091758,0.733248772,0.047621129
156,ATLANTIC,19.3,174.1,68.2,173.3,1.77,4.26,5.39,1.13,7.44,2.35,1035,15.17595308,407,470,608,1485,72,#N/A,-0.837584175,-0.765490213,-1.535420601,-0.368233657,-0.277382861,-0.156825116,0.068046472,-1.117246864,-1.423033159,-0.914023633,-0.447149714,0.148630377,-0.261181601,-0.763911589,-0.430465366,-0.06987146,-0.444311704
157,ATLANTIC,18.1,188.4,81.3,194.3,1.64,3.87,4.93,1.06,9.4,2.99,1320,16.23616236,468,629,913,2010,74,#N/A,0.989867578,0.312448464,0.804466639,0.830924043,1.023858516,0.777625055,0.369199244,1.126312676,1.078178589,0.201135597,-0.026616594,0.799754753,0.982375606,0.831408715,0.934911301,0.331688656,0.628784219
158,BC,20,181.5,74.9,190,1.7,4.29,5.53,1.24,7.66,2.56,1168,15.5941255,366,576,796,1738,80,#N/A,0.108090159,-0.214178065,0.325346871,0.277466643,-0.369646992,-0.441222994,-0.405193599,-0.865418752,-0.602323054,-0.393615992,-0.281281186,-0.289010598,0.567856537,0.219433385,0.227516152,1.536369005,0.035192445
159,Quebec,18.3,173.5,74.5,173.5,#N/A,#N/A,#N/A,0,7.92,2.58,972,13.04697987,383,480,537,1400,71,#N/A,-0.914260472,-0.247092223,-1.51313596,#N/A,#N/A,#N/A,#N/A,-0.567803711,-0.524160187,-1.160532515,-1.291609164,-0.107549706,-0.182970456,-1.135281233,-0.651526351,-0.270651518,-0.695397686
160,Quebec,14.7,165.7,52.4,166.3,1.82,4.42,5.59,1.17,6.87,2.27,686,13.09160305,211,289,464,964,66,#N/A,-1.911052337,-2.065599456,-2.315383014,-0.829448157,-0.808395647,-0.563107799,-0.104040827,-1.769710608,-1.735684627,-2.279604584,-1.27390933,-1.943506964,-1.676803327,-1.517111995,-1.785439165,-1.274551809,-1.333343742
161,Quebec,21.9,172.6,76.6,179,1.75,4.24,5.44,1.2,7.79,2.51,1167,15.23498695,333,413,809,1555,76,#N/A,-1.029274918,-0.074292893,-0.90030835,-0.183747857,-0.215344227,-0.258395786,-0.2331063,-0.716611232,-0.797730222,-0.397528832,-0.423733869,-0.641258211,-0.706985128,0.287430644,-0.248415144,0.733248772,-0.182781452
162,ATLANTIC,21,178.2,80,179.6,1.8,4.29,5.51,1.22,8.2,2.63,1585,19.8125,378,418,727,1523,77,#N/A,-0.313629476,0.20547745,-0.833454429,-0.644962357,-0.384941077,-0.400594725,-0.31914995,-0.247295206,-0.328753019,1.238038038,1.391941469,-0.160920557,-0.667879555,-0.141475143,-0.331638103,0.93402883,0.269288453
163,AB,16.7,182,75.9,184.5,1.77,4.25,5.43,1.18,8.82,2.82,1320,17.39130435,351,508,768,1627,78,#N/A,0.171987073,-0.13189267,-0.287480739,-0.368233657,-0.255502949,-0.238081652,-0.147062651,0.4624022,0.413794219,0.201135597,0.431571683,-0.449123149,0.03602075,0.072977751,-0.061163487,1.134808889,0.345907526
164,ATLANTIC,21.4,188.3,93.1,195.9,1.72,4.03,5.14,1.11,9.69,2.94,1862,20,450,641,1059,2150,69,#N/A,0.977088195,1.283416126,0.982743763,0.092980843,0.477291805,0.351028238,0.154090121,1.458267914,0.882771421,2.321894552,1.46631354,0.607619691,1.07622898,1.595070237,1.299011746,-0.672211635,0.780481961
165,Quebec,25,199,102.3,205,1.95,4.71,6.02,1.31,7.44,2.4,1280,12.51221896,576,763,1055,2394,84,#N/A,2.344482164,2.040441762,1.9966949,-2.028605857,-1.791198327,-1.436615567,-0.706346371,-1.117246864,-1.227625991,0.044622021,-1.503722635,1.952565125,2.03040495,1.574148004,1.933586807,2.339489237,0.043098196
166,AB,25,182.5,78.9,192.5,1.68,4.02,5.1,1.08,9.45,3.05,1350,17.11026616,388,458,886,1732,69,#N/A,0.235883988,0.114963515,0.603904876,0.461952443,0.495390858,0.432284775,0.283155594,1.183546338,1.312667191,0.318520779,0.320097591,-0.054178855,-0.355034975,0.690183639,0.211911847,-0.672211635,0.295125783
167,Quebec,23.3,192,96.4,202,1.86,4.31,5.41,1.1,8.38,2.74,1538,15.95435685,511,599,978,2088,82,#N/A,1.449925362,1.55495793,1.662425294,-1.198419757,-0.468565001,-0.197453384,0.197111945,-0.041254023,0.10114275,1.054134586,-0.138395046,1.258744068,0.747742171,1.171395009,1.137767264,1.937929121,0.539718786
168,AB,16.9,193,78.4,204,1.87,4.44,5.66,1.22,7.99,2.61,1130,14.41326531,373,464,768,1605,81,#N/A,1.577719191,0.073820818,1.885271698,-1.290662657,-0.908873909,-0.705306738,-0.31914995,-0.487676585,-0.406915886,-0.54230389,-0.749670616,-0.214291407,-0.308108288,0.072977751,-0.118379271,1.737149063,-0.064776829
169,AB,23.6,185.5,98.9,192.5,1.76,4.05,5.14,1.09,9.28,3.03,1580,15.97573306,631,651,1122,2404,81,#N/A,0.619265474,1.760671418,0.603904876,-0.275990757,0.384368061,0.351028238,0.24013377,0.988951888,1.234504323,1.218473841,-0.129916147,2.539644481,1.154440125,1.924595415,1.959593982,1.737149063,0.981361405
170,Quebec,25.6,179.5,59.6,181.1,1.81,4.29,5.53,1.24,7.12,2.37,904,15.16778523,293,345,541,1179,71,#N/A,-0.147497499,-1.473144611,-0.666319626,-0.737205257,-0.413524375,-0.441222994,-0.405193599,-1.483542299,-1.344870292,-1.426605594,-0.450389498,-1.068225016,-1.238820914,-1.114359,-1.22628491,-0.270651518,-0.774418244
171,ATLANTIC,24.1,174.1,73.9,174.1,1.65,3.93,5,1.07,7.38,2.61,1351,18.28146143,439,581,721,1741,65,#N/A,-0.837584175,-0.29646346,-1.446282039,0.738681143,0.785240163,0.635426116,0.326177419,-1.185927258,-0.406915886,0.322433618,0.784653421,0.49020382,0.60696211,-0.172858493,0.235318304,-1.475331867,-0.201172257
172,Quebec,18.5,177.5,74.8,186.3,1.62,3.87,4.93,1.06,10.24,3.18,1407,18.81016043,495,517,839,1851,68,#N/A,-0.403085157,-0.222406605,-0.086918976,1.015409843,0.995700628,0.777625055,0.369199244,2.087838193,1.820725827,0.541552624,0.99436243,1.087957346,0.106410781,0.444347395,0.521397225,-0.872991693,0.701646242
173,AB,18.2,187,74.8,191.5,1.81,4.41,5.62,1.21,8.01,2.66,1130,15.10695187,370,484,753,1607,76,#N/A,0.810956218,-0.222406605,0.492481674,-0.737205257,-0.797500232,-0.624050201,-0.276128125,-0.46478312,-0.211508718,-0.54230389,-0.474519115,-0.246313917,-0.151685998,-0.005480625,-0.113177836,0.733248772,-0.1886563
174,BC,20,195,102.8,199.5,1.76,4.42,5.67,1.25,8,2.63,1463,14.23151751,445,639,1190,2274,84,#N/A,1.833306849,2.081584459,1.383867289,-0.275990757,-0.841165421,-0.725620872,-0.448215423,-0.476229853,-0.328753019,0.760671631,-0.821761069,0.554248841,1.060586751,2.280273384,1.621500712,2.339489237,0.387475631
175,AB,23.2,188.5,83.1,188.5,1.81,4.28,5.46,1.18,8.16,2.61,1300,15.64380265,208,405,383,996,84,#N/A,1.002646961,0.460562175,0.158212068,-0.737205257,-0.383918067,-0.299024055,-0.147062651,-0.293082135,-0.406915886,0.122878809,-0.261576693,-1.975529475,-0.769554044,-1.940787223,-1.702216206,2.339489237,-0.04328197
176,Quebec,14.1,185.7,69.1,189.7,1.7,4.14,5.27,1.13,7.58,2.4,989,14.31259045,304,298,532,1134,72,#N/A,0.64482424,-0.691433357,0.291919911,0.277466643,0.079201959,0.086944494,0.068046472,-0.956992611,-1.227625991,-1.094014245,-0.789603403,-0.950809144,-1.606413296,-1.161434025,-1.343317196,-0.06987146,-0.614568035
177,AB,16.8,170.3,64.1,174.5,1.74,4.15,5.3,1.15,7.68,2.49,#N/A,0,256,238,474,968,72,#N/A,-1.323200725,-1.102860333,-1.401712758,-0.091504957,0.046817158,0.026002092,-0.017997178,-0.842525288,-0.875893089,#N/A,#N/A,#N/A,-2.075680167,-1.464806411,-1.775036295,-0.06987146,-0.665357738
178,ATLANTIC,16,174.3,67.7,186.6,1.7,3.99,5.07,1.08,8.16,2.81,1132,16.72082718,353,422,719,1494,62,#N/A,-0.812025409,-0.80663291,-0.053492015,0.277466643,0.582503056,0.493227177,0.283155594,-0.293082135,0.374712785,-0.534478211,0.165626213,-0.427774809,-0.636595097,-0.18331961,-0.407058909,-2.077672042,-0.423791939
179,AB,19.6,181,80.3,192.5,1.65,3.96,5.06,1.1,10.22,3.2,1250,15.56662516,505,579,874,1958,76,#N/A,0.044193244,0.230163069,0.603904876,0.738681143,0.690805032,0.513541311,0.197111945,2.064944728,1.898888694,-0.072763162,-0.292189226,1.194699047,0.591319881,0.627416938,0.799673993,0.733248772,0.763843916
180,ATLANTIC,22.9,187.8,90.5,197.8,1.71,4.02,5.07,1.05,9.49,3.03,1624,17.94475138,488,653,1037,2178,74,#N/A,0.913191281,1.069474099,1.194447846,0.185223743,0.499754583,0.493227177,0.412221068,1.229333267,1.234504323,1.390638774,0.651097027,1.013238155,1.170082354,1.479997953,1.371831835,0.331688656,0.815435592
181,Quebec,24.4,187.9,97.3,204.3,1.76,4.18,5.35,1.17,9.19,3.08,1502,15.43679342,501,647,866,2014,76,#N/A,0.925970664,1.629014786,1.918698659,-0.275990757,-0.028259854,-0.075568579,-0.104040827,0.885931297,1.429911491,0.913272368,-0.343687119,1.152002367,1.123155667,0.585572471,0.945314171,0.733248772,0.429047708
182,Quebec,14.1,175.3,74.9,182.7,1.83,4.3,5.5,1.2,8.05,2.6,1222,16.31508678,364,490,749,1603,72,#N/A,-0.68423158,-0.214178065,-0.488042503,-0.921691057,-0.429953492,-0.380280591,-0.2331063,-0.418996191,-0.44599732,-0.182322665,0.00468886,-0.310358938,-0.104759311,-0.026402858,-0.123580706,-0.06987146,-0.197608018
183,BC,17,166,55.3,174,1.79,4.52,5.83,1.31,6.85,2.19,762,13.77938517,240,287,454,981,70,#N/A,-1.872714189,-1.82697181,-1.457424359,-0.552719457,-1.171882899,-1.050647018,-0.706346371,-1.792604072,-2.048336096,-1.982228789,-1.001099834,-1.633956031,-1.692445556,-1.569417578,-1.741226968,-0.471431577,-1.211401894
184,ATLANTIC,16,166.6,61.7,175.1,1.79,4.04,5.12,1.08,8.5,2.63,1001,16.22366288,334,426,511,1271,66,#N/A,-1.796037891,-1.300345281,-1.334858837,-0.552719457,0.416043232,0.391656506,0.283155594,0.096106765,-0.328753019,-1.047060172,-0.031574524,-0.630584041,-0.605310639,-1.271275751,-0.987018904,-1.274551809,-0.361076393
185,AB,19.5,187,84.7,193,1.67,3.97,5.07,1.1,8.96,2.8,1470,17.3553719,393,603,833,1829,79,#N/A,0.810956218,0.592218807,0.659616477,0.554195343,0.656338622,0.493227177,0.197111945,0.622656453,0.335631351,0.788061507,0.41731904,-0.000808005,0.779026629,0.412964045,0.464181441,1.335588947,0.666594611
186,AB,20.3,179.5,64.7,190,1.78,4.28,5.45,1.17,7.78,2.55,765,11.82380216,230,319,654,1203,74,#N/A,-0.147497499,-1.053489096,0.325346871,-0.460476557,-0.370382494,-0.278709921,-0.104040827,-0.728057964,-0.641404488,-1.970490271,-1.776783878,-1.740697732,-1.442169892,-0.523305904,-1.163867691,0.331688656,-0.72314616
187,AB,#N/A,161,55,166,1.76,4.14,5.25,1.11,7.7,2.48,845,15.36363636,254,324,520,1098,73,#N/A,-2.511683333,-1.851657429,-2.348809975,-0.275990757,0.092090893,0.127572762,0.154090121,-0.819631823,-0.914974523,-1.657463119,-0.372704943,-1.48451765,-1.403064319,-1.224200726,-1.436943025,0.130908598,-0.474159686
188,Quebec,16.3,184.5,63.5,185.2,1.81,4.2,5.33,1.13,8.2,2.61,942,14.83464567,299,327,533,1159,72,#N/A,0.491471645,-1.15223157,-0.209484498,-0.737205257,-0.107115149,-0.034940311,0.068046472,-0.247295206,-0.406915886,-1.277917697,-0.582529655,-1.004179995,-1.379600975,-1.156203467,-1.278299259,-0.06987146,-0.442587178
189,BC,15,189.5,70.9,194,1.75,4.62,5.96,1.34,7.69,2.37,969,13.66713681,306,348,441,1095,75,#N/A,1.13044079,-0.543319646,0.771039679,-0.183747857,-1.513330129,-1.314730762,-0.835411845,-0.831078555,-1.344870292,-1.172271033,-1.045623263,-0.929460804,-1.215357571,-1.637414837,-1.444745177,0.532468714,-0.820741809
190,AB,24.9,189,90.7,203,1.61,3.73,4.69,0.96,9.52,3.17,1730,19.0738699,616,846,1147,2609,68,#N/A,1.066543875,1.085931178,1.773848496,1.107652743,1.438494935,1.265164275,0.799417489,1.263673464,1.781644393,1.805399751,1.098963068,2.379531929,2.679557454,2.055359374,2.492741062,-0.872991693,1.049510035
191,BC,16,195.5,81.8,199.5,1.83,4.58,5.96,1.38,6.43,2.17,798,9.755501222,366,404,523,1293,72,#N/A,1.897203763,0.353591161,1.383867289,-0.921691057,-1.380393487,-1.314730762,-1.007499143,-2.273366831,-2.126498963,-1.841366571,-2.597177608,-0.289010598,-0.777375158,-1.208509051,-0.929803119,-0.06987146,-1.436989956
192,Quebec,23,175.7,82.9,196.5,1.77,4.13,5.23,1.1,8.3,2.85,1242,14.98190591,450,629,711,1790,74,#N/A,-0.633114049,0.444105096,1.049597684,-0.368233657,0.101437176,0.168201031,0.197111945,-0.132827882,0.531038519,-0.104065877,-0.524118726,0.607619691,0.982375606,-0.225164077,0.36275346,0.331688656,0.041139308
193,AB,22.8,184.5,78.4,190.5,1.7,4.01,5.09,1.08,9.12,2.92,1400,17.85714286,495,441,733,1669,84,#N/A,0.491471645,0.073820818,0.381058472,0.277466643,0.504446375,0.452598909,0.283155594,0.80580417,0.804608554,0.514162749,0.616347014,1.087957346,-0.487993922,-0.110091792,0.048066647,2.339489237,0.852461195
194,BC,16,190,75.6,192,1.74,4.62,6.04,1.42,8.24,2.67,1013,13.3994709,343,427,520,1290,72,#N/A,1.194337704,-0.156578289,0.548193275,-0.091504957,-1.526746728,-1.477243836,-1.179586441,-0.201508276,-0.172427285,-1.0001061,-1.151793227,-0.53451651,-0.597489525,-1.224200726,-0.937605272,-0.06987146,-0.767604414
195,BC,15,171,47.8,174,1.77,4.87,6.08,1.21,6.14,2.13,634,13.26359833,152,172,379,703,63,#N/A,-1.233745044,-2.444112274,-1.457424359,-0.368233657,-2.389552437,-1.558500372,-0.276128125,-2.605322069,-2.282824697,-2.483072233,-1.205687225,-2.573283001,-2.591873724,-1.961709456,-2.464226422,-1.876891983,-1.942125614
196,AB,23.6,180.5,80.6,183,1.77,4.12,5.2,1.08,9.16,2.92,1350,16.74937965,476,606,950,2032,72,#N/A,-0.01970367,0.254848687,-0.454615542,-0.368233657,0.075839019,0.229143433,0.283155594,0.8515911,0.804608554,0.318520779,0.176951581,0.885148114,0.802489972,1.024939374,0.992127086,-0.06987146,0.435988348
197,ATLANTIC,21.7,184.2,83.2,193.7,1.64,3.82,4.84,1.02,9.95,3.2,1819,21.86298077,575,762,858,2195,72,#N/A,0.453133497,0.468790715,0.737612718,0.830924043,1.080442724,0.960452263,0.541286542,1.755882955,1.898888694,2.153642458,2.205266809,1.941890955,2.022583835,0.543728004,1.416044032,-0.06987146,1.25355492
198,Quebec,20.7,164.5,63.2,165.6,1.61,3.96,5.07,1.11,7.42,2.31,1091,17.26265823,287,313,621,1221,64,#N/A,-2.064404932,-1.176917188,-2.393379255,1.107652743,0.632279343,0.493227177,0.154090121,-1.140140329,-1.579358893,-0.694904626,0.380544065,-1.132270036,-1.489096579,-0.69591433,-1.117054777,-1.676111925,-0.611907158
199,Toronto,18.68493151,171,94.05,180.2,1.78,4.15,5.26,1.11,9.2,2.82,1916,20.37214248,396,554,721,1671,72,#N/A,-1.233745044,1.361587252,-0.766600508,-0.460476557,0.008833426,0.107258628,0.154090121,0.897378029,0.413794219,2.53318788,1.613924242,0.031214505,0.395792018,-0.172858493,0.053268082,-0.06987146,0.520391504
200,Toronto,17.37534247,177,67.25,198.2,1.77,4.25,5.44,1.19,8.26,2.74,1199,17.82899628,371,439,583,1393,70,#N/A,-0.466982071,-0.843661338,1.239017127,-0.368233657,-0.325404972,-0.258395786,-0.190084476,-0.178614812,0.10114275,-0.272317971,0.605182646,-0.235639747,-0.503636151,-0.894675548,-0.669731373,-0.471431577,-0.19459818
201,Toronto,17.47671233,193.5,96.2,206.4,1.75,4.21,5.4,1.19,8.9,2.74,1482,15.40540541,449,609,1032,2090,76,#N/A,1.641616105,1.538500851,2.152687383,-0.183747857,-0.198022153,-0.17713925,-0.190084476,0.553976059,0.10114275,0.83501558,-0.356137209,0.596945521,0.825953316,1.453845161,1.142968698,0.733248772,0.379383414
202,Toronto,17.20273973,192,74.25,200,1.74,4.06,5.17,1.11,8.42,2.59,1340,18.04713805,358,433,608,1399,74,#N/A,1.449925362,-0.267663572,1.43957889,-0.091504957,0.299629811,0.290085836,0.154090121,0.004532906,-0.485078753,0.279392385,0.691708805,-0.374403959,-0.550562838,-0.763911589,-0.654127068,0.331688656,0.132777827
203,Toronto,17.12328767,194,86.7,201.9,1.81,4.28,5.48,1.2,7.73,2.55,1222,14.09457901,415,626,876,1917,76,#N/A,1.70551302,0.756789598,1.651282974,-0.737205257,-0.429953492,-0.339652323,-0.2331063,-0.785291626,-0.641404488,-0.182322665,-0.876077869,0.234023737,0.958912262,0.637878055,0.693044577,0.733248772,-0.114945694
204,Toronto,18.51232877,190.5,81.8,203,1.71,4.26,5.44,1.18,8.08,2.65,1139,13.92420538,398,582,751,1731,70,#N/A,1.258234619,0.353591161,1.773848496,0.185223743,-0.372029202,-0.258395786,-0.147062651,-0.384655994,-0.250590152,-0.507088335,-0.943656747,0.052562846,0.614783224,-0.015941742,0.209311129,-0.471431577,-0.369765795
205,Toronto,24.0109589,182,84,189.2,1.88,4.16,5.19,1.03,8.44,2.77,1526,18.16666667,437,576,807,1820,69,#N/A,0.171987073,0.534619031,0.23620831,-1.382905557,-0.045536445,0.249457567,0.498264717,0.027426371,0.218387051,1.007180513,0.739119957,0.46885548,0.567856537,0.276969527,0.440774984,-0.672211635,0.156913449
206,Toronto,18.25205479,190,85.9,193,1.66,4.02,5.16,1.14,9,2.88,1455,16.93830035,501,687,1002,2190,72,#N/A,1.194337704,0.690961281,0.659616477,0.646438243,0.421645212,0.31039997,0.025024647,0.668443382,0.64828282,0.729368916,0.251887173,1.152002367,1.436000247,1.29692841,1.403040445,-0.06987146,0.512779902
207,Toronto,18.84109589,171,63.1,179.6,1.72,4.05,5.14,1.09,8.44,2.61,1226,19.42947702,323,348,625,1296,76,#N/A,-1.233745044,-1.185145728,-0.833454429,0.092980843,0.330692624,0.351028238,0.24013377,0.027426371,-0.406915886,-0.166671307,1.240015004,-0.747999912,-1.215357571,-0.674992097,-0.922000967,0.733248772,0.285943484
208,Toronto,18.49863014,183,73.8,189,1.71,4.04,5.15,1.11,8.51,2.71,1344,18.21138211,390,476,748,1614,72,#N/A,0.299780902,-0.304692,0.213923669,0.185223743,0.371649192,0.330714104,0.154090121,0.107553497,-0.016101551,0.295043742,0.756856386,-0.032830515,-0.214254914,-0.031633417,-0.094972814,-0.06987146,0.206055943
209,Toronto,18.32328767,181,70.2,188.4,1.81,4.18,5.28,1.1,7.42,2.53,1088,15.4985755,359,373,590,1322,75,#N/A,0.044193244,-0.600919422,0.147069748,-0.737205257,-0.087879383,0.06663036,0.197111945,-1.140140329,-0.719567355,-0.706643144,-0.319181194,-0.363729789,-1.019829708,-0.85806164,-0.854382313,0.532468714,-0.342920952
210,Toronto,16.52876712,192,98.6,197.6,1.73,4.17,5.35,1.18,8.43,2.63,1618,16.40973631,505,567,998,2070,78,#N/A,1.449925362,1.7359858,1.172163206,0.000737943,-0.056530922,-0.075568579,-0.147062651,0.015979638,-0.328753019,1.367161738,0.042231694,1.194699047,0.497466506,1.276006176,1.090954349,1.134808889,0.441681198
211,Toronto,22.25479452,172,78.15,185.6,1.81,4.28,5.47,1.19,7.81,2.49,1325,16.95457454,435,720,757,1912,76,#N/A,-1.105951215,0.053249469,-0.164915217,-0.737205257,-0.425758823,-0.319338189,-0.190084476,-0.693717767,-0.875893089,0.220699794,0.258342346,0.44750714,1.694097026,0.015441609,0.68004099,0.733248772,0.131715231
212,Toronto,16.44657534,172,58.5,174,1.81,4.37,5.6,1.23,#N/A,#N/A,942,16.1025641,264,336,563,1163,69,#N/A,-1.105951215,-1.563658546,-1.457424359,-0.737205257,-0.737370238,-0.583421933,-0.362171774,#N/A,#N/A,-1.277917697,-0.079608483,-1.377775949,-1.309210945,-0.999286716,-1.267896389,-0.672211635,-0.65078461
213,Toronto,17.76438356,178.5,67.65,179.4,1.85,4.34,5.53,1.19,6.49,2.26,1059,15.654102,276,306,417,999,67,#N/A,-0.275291328,-0.81074718,-0.855739069,-1.106176857,-0.655954686,-0.441222994,-0.190084476,-2.204686437,-1.774766061,-0.820115487,-0.257491446,-1.249685907,-1.54384438,-1.762948238,-1.694414053,-1.073771751,-1.134317336
214,Toronto,25.57260274,169,68.6,176.8,1.54,3.71,4.7,0.99,10.21,3.27,1629,23.74635569,360,446,616,1422,65,#N/A,-1.489332702,-0.732576055,-1.145439394,1.753353043,1.433555458,1.244850141,0.670352016,2.053497996,2.172458729,1.410202971,2.952309438,-0.353055618,-0.448888349,-0.722067122,-0.594310567,-1.475331867,0.836203028
215,Toronto,25.67123288,181,89.8,195,1.68,3.88,4.9,1.02,10.29,3.34,1816,20.22271715,544,609,933,2086,69,#N/A,0.044193244,1.011874322,0.882462881,0.461952443,0.903806139,0.838567458,0.541286542,2.145071855,2.446028764,2.141903939,1.55465453,1.610991681,0.825953316,0.936019882,1.132565829,-0.672211635,0.999729607
216,Toronto,21.55068493,180,83.55,188.6,1.67,3.98,5.08,1.1,9.9,2.82,1634,19.55715141,416,595,1047,2058,67,#N/A,-0.083600584,0.497590603,0.169354389,0.554195343,0.594503593,0.472913043,0.197111945,1.698649293,0.413794219,1.429767168,1.290657182,0.244697908,0.716457713,1.532303537,1.05974574,-1.073771751,0.689638701
217,Toronto,17.86575342,176.5,81.65,190.8,1.65,3.93,5.02,1.09,9.64,2.93,1448,17.73423148,461,603,1019,2083,68,#N/A,-0.530878986,0.341248352,0.414485433,0.738681143,0.778693546,0.594797848,0.24013377,1.401034252,0.843689988,0.70197904,0.567594086,0.725035562,0.779026629,1.385847902,1.124763676,-0.872991693,0.563039634
