id,LOCATION,AGE,HEIGHT,WEIGHT,WINGSPAN,X0.10M,X0.30M,X0.40M,X30.40M,TRIPLE.BROAD.JUMP,SINGLE.BROAD.JUMP,ABSOLUTE.6SEC.PEAK.POWER,RELATIVE.6SEC.PEAK.POWER,UB.PUSH,UB.PULL,LB.PUSH,CONCEPT.TOTAL,ARM.LEG.BIKE,NA.,HEIGHT.1,WEIGHT.1,WINGSPAN.1,X0.10M.1,X0.30M.1,X0.40M.1,X30.40M.1,TRIPLE.BROAD.JUMP.1,SINGLE.BROAD.JUMP.1,ABSOLUTE.6SEC.PEAK.POWER.1,RELATIVE.6SEC.PEAK.POWER.1,UB.PUSH.1,UB.PULL.1,LB.PUSH.1,CONCEPT.TOTAL.1,ARM.LEG.BIKE.1,CUMULATIVE..PHYSICAL.TESTS.
370,BC,18,166.5,69.4,168.5,1.82,4.67,6.04,1.37,6.52,2.18,870,12.53602305,257,315,364,936,68,#N/A,-0.235484807,0.606058637,-0.340293818,0.555098797,-0.066224554,-0.179966725,-0.367066151,-0.186348292,0.010398945,0.220639544,-0.373009955,0.532818199,0.540485273,-1.017169521,-0.220323501,0.922657591,-0.007398177
371,Toronto,23.12876712,175,75.15,176.2,1.97,4.73,6.04,1.31,6.92,2.22,1062,14.13173653,352,393,720,1465,65,#N/A,0.890374413,1.165805064,0.499187553,-0.501402054,-0.284333684,-0.179966725,0.087825643,0.371729618,0.189172294,1.378750801,0.502391388,2.227907925,1.608040238,2.026804453,2.129075632,0.265795103,0.617805003
372,AB,18.9,170,68.2,168.5,2.05,4.75,6.05,1.3,6.27,2.16,858,12.58064516,223,198,532,953,68,#N/A,0.228104284,0.489241991,-0.340293818,-1.064869174,-0.357036727,-0.206975104,0.163640943,-0.535146987,-0.07898773,0.148257591,-0.348530465,-0.073845493,-1.060847175,0.419312579,-0.144822962,0.922657591,-0.062563585
373,BC,23,169.5,55,176.5,1.85,4.72,6.05,1.33,5.57,1.82,637,11.58181818,187,223,418,828,66,#N/A,0.161877271,-0.795741111,0.531894619,0.343798627,-0.247982162,-0.206975104,-0.063804955,-1.51178333,-1.598561198,-1.184776721,-0.896482521,-0.716195284,-0.718682122,-0.555443132,-0.699973986,0.484749266,-0.566093135
374,ATLANTIC,17.5,174.1,81.4,179.2,1.93,4.68,6.05,1.37,8.41,2.23,1039,12.76412776,304,333,698,1335,68,#N/A,0.77116579,1.774225093,0.826258217,-0.219668494,-0.102576076,-0.206975104,-0.367066151,2.450569835,0.233865631,1.240018723,-0.247872721,1.371441537,0.786844111,1.838693702,1.551718567,0.922657591,0.894019633
375,AB,16.1,169,59.5,170,1.96,4.72,6.07,1.35,7.05,2.3,899,15.1092437,223,272,487,982,69,#N/A,0.095650258,-0.35767869,-0.176758486,-0.430968664,-0.247982162,-0.260991863,-0.215435553,0.553104939,0.546718992,0.395562599,1.038647492,-0.073845493,-0.048038618,0.034540588,-0.016027925,1.141611753,0.491268879
376,Quebec,22.9,153.8,62.3,152.5,1.89,4.71,6.09,1.38,6.82,2.25,826,13.25842697,200,250,571,1021,64,#N/A,-1.917650936,-0.085106517,-2.084670691,0.062065066,-0.211630641,-0.315008621,-0.44288145,0.232210141,0.323252306,-0.044760952,0.023297631,-0.484235637,-0.349143865,0.752781638,0.157179195,0.04684094,0.028903857
377,BC,14,168.5,51.1,168,1.83,4.69,6.09,1.4,6.41,2.18,652,12.7592955,180,188,432,800,65,#N/A,0.029423245,-1.175395209,-0.394805595,0.484665407,-0.138927597,-0.315008621,-0.594512048,-0.339819718,0.010398945,-1.094299279,-0.250523681,-0.841096632,-1.197713196,-0.43573629,-0.824327815,0.265795103,-0.292776946
378,ATLANTIC,17.6,170.2,55.1,171.6,2,4.72,6.09,1.37,6.09,2.04,802,14.5553539,224,338,515,1077,68,#N/A,0.254595089,-0.78600639,-0.002320798,-0.712702224,-0.247982162,-0.315008621,-0.367066151,-0.786282046,-0.615307777,-0.189524859,0.734786003,-0.056002443,0.855277121,0.273954271,0.405886854,0.922657591,0.192407956
379,AB,18,168.5,55.7,163.5,1.98,4.73,6.09,1.36,6.52,2.06,631,11.32854578,199,172,421,792,62,#N/A,0.029423245,-0.727598067,-0.885411591,-0.571835444,-0.284333684,-0.315008621,-0.291250852,-0.186348292,-0.525921103,-1.220967698,-1.035426638,-0.502078687,-1.41669883,-0.529791666,-0.859857481,-0.391067385,-0.557541684
380,Quebec,23.5,151.5,51.6,159.5,1.93,4.75,6.11,1.36,6.28,2.14,670,12.98449612,183,259,413,855,62,#N/A,-2.222295195,-1.126721607,-1.321505809,-0.219668494,-0.357036727,-0.36902538,-0.291250852,-0.521195039,-0.168374404,-0.985726349,-0.126979615,-0.787567483,-0.225964446,-0.598195575,-0.580061365,-0.391067385,-0.397665757
381,ATLANTIC,18,172.4,74,174.2,1.99,4.76,6.11,1.35,5.57,1.8,836,11.2972973,333,437,619,1389,66,#N/A,0.545993946,1.053855778,0.281140444,-0.642268834,-0.393388249,-0.36902538,-0.215435553,-1.51178333,-1.687947873,0.015557342,-1.052569418,1.88888998,2.210250731,1.163205095,1.791543809,0.484749266,-0.131417011
382,Toronto,14.43013699,177.25,73.4,185.6,1.93,4.72,6.11,1.39,6.71,2.15,962,13.10626703,292,323,523,1138,65,#N/A,1.188395972,0.995447455,1.524008966,-0.219668494,-0.247982162,-0.36902538,-0.518696749,0.078738715,-0.123681067,0.775567855,-0.060176636,1.15732494,0.64997809,0.342358181,0.676800553,0.265795103,0.118426471
383,BC,19,166,59.5,171.5,1.82,4.74,6.12,1.38,6.47,2.55,783,13.15966387,229,268,475,972,65,#N/A,-0.30171182,-0.35767869,-0.013223154,0.555098797,-0.320685205,-0.396033759,-0.44288145,-0.256108031,1.664052425,-0.304129619,-0.030883368,0.033212805,-0.102785027,-0.068065276,-0.060440007,0.265795103,-0.095534012
384,BC,14,161,47.3,165.5,1.82,4.74,6.12,1.38,5.94,1.98,537,11.35306554,148,190,379,717,62,#N/A,-0.963981949,-1.545314587,-0.667364482,0.555098797,-0.320685205,-0.396033759,-0.44288145,-0.995561263,-0.883467801,-1.787959667,-1.021975208,-1.412074225,-1.170339992,-0.888912191,-1.192948095,-0.391067385,-0.799517142
385,Toronto,22.33150685,162,49.8,158,1.96,4.76,6.13,1.37,6.17,2.13,747,15,140,186,429,755,58,#N/A,-0.831527923,-1.301946575,-1.485041141,-0.430968664,-0.393388249,-0.423042138,-0.367066151,-0.674666464,-0.213067742,-0.52127548,0.978716883,-1.554818623,-1.2250864,-0.461387756,-1.024182184,-1.266884035,-0.482011588
386,ATLANTIC,16,176.6,59.6,172.6,1.94,4.69,6.14,1.45,6.24,2.1,752,12.61744966,319,417,470,1206,58,#N/A,1.102300855,-0.347943969,0.106702756,-0.290101884,-0.138927597,-0.450050518,-0.973588544,-0.57700283,-0.347147754,-0.491116333,-0.328339677,1.639087283,1.936518689,-0.11081772,0.97880271,-1.266884035,-0.32869487
387,AB,#N/A,178.5,82.3,186.5,2.02,4.83,6.15,1.32,6.11,2.04,902,10.95990279,287,359,644,1290,73,#N/A,1.353963504,2.429316866,1.622130165,-0.853569004,-0.6478489,-0.477058897,0.012010344,-0.758378151,-0.615307777,0.413658087,-1.237662548,1.068109691,1.142695766,1.376967312,1.351864198,2.017428404,0.179238601
388,BC,16,162,56.9,169.5,1.81,4.75,6.15,1.4,6.61,2.16,606,10.65026362,164,209,396,769,57,#N/A,-0.831527923,-0.610781422,-0.231270263,0.625532187,-0.357036727,-0.477058897,-0.594512048,-0.060780763,-0.07898773,-1.371763434,-1.407529227,-1.126585428,-0.910294552,-0.743553883,-0.962005269,-1.485838198,-0.878642471
389,BC,14,148.5,38.4,150,1.83,4.74,6.15,1.41,6.4,1.93,401,10.44270833,114,154,255,523,54,#N/A,-2.619657273,-2.411704708,-2.357229578,0.484665407,-0.320685205,-0.477058897,-0.670327347,-0.353771666,-1.106934488,-2.608288474,-1.521393138,-2.018737916,-1.663057668,-1.949172788,-2.054542485,-2.142700686,-1.309893374
390,AB,15.6,168.5,59.7,169.5,2.02,4.83,6.16,1.33,6.66,2.17,800,13.40033501,179,192,539,910,66,#N/A,0.029423245,-0.338209249,-0.231270263,-0.853569004,-0.6478489,-0.504067276,-0.063804955,0.008978976,-0.034294392,-0.201588518,0.101147755,-0.858939682,-1.142966788,0.479166,-0.335794914,0.484749266,-0.048997239
391,Toronto,15.12876712,167,52.4,164.2,1.19,4.77,6.16,1.39,6.18,2.11,709,13.53053435,188,184,442,814,60,#N/A,-0.169257794,-1.048843843,-0.809095103,4.99240237,-0.42973977,-0.504067276,-0.518696749,-0.660714516,-0.302454416,-0.750485,0.172574537,-0.698352234,-1.252459605,-0.350231403,-0.762150901,-0.82897571,-0.516666773
392,BC,14,162.5,41.3,161,1.81,4.7,6.17,1.47,4.9,1.52,475,11.50121065,98,143,212,453,54,#N/A,-0.76530091,-2.129397815,-1.157970477,0.625532187,-0.175279119,-0.531075655,-1.125219142,-2.446563831,-2.939361317,-2.161933094,-0.940703454,-2.304226712,-1.813610291,-2.316843802,-2.365427058,-2.142700686,-1.685294137
393,BC,14,162,58.1,171.5,1.86,4.76,6.18,1.42,6.36,2.1,652,11.22203098,211,271,407,889,57,#N/A,-0.831527923,-0.493964776,-0.013223154,0.273365237,-0.393388249,-0.558084035,-0.746142646,-0.409579457,-0.347147754,-1.094299279,-1.093860186,-0.28796209,-0.06172522,-0.649498507,-0.429060286,-1.485838198,-0.795284432
394,BC,14,155.5,43.6,160,1.8,4.79,6.18,1.39,6.01,2.5,438,10.04587156,176,213,375,764,54,#N/A,-1.692479092,-1.905499244,-1.266994032,0.695965577,-0.502442814,-0.558084035,-0.518696749,-0.897897629,1.440585739,-2.385110784,-1.739096034,-0.912468831,-0.855548143,-0.923114145,-0.98421131,-2.142700686,-1.264397939
395,AB,16.6,165,60,168,2.05,4.84,6.19,1.35,6.05,1.92,623,10.38333333,169,283,380,832,67,#N/A,-0.434165846,-0.309005087,-0.394805595,-1.064869174,-0.684200422,-0.585092414,-0.215435553,-0.842089837,-1.151627825,-1.269222333,-1.553966,-1.03737018,0.102514005,-0.880361702,-0.682209153,0.703703428,-0.591930795
396,Toronto,15.64383562,164,48.75,165.6,2.02,4.84,6.19,1.35,6.87,2.21,640,13.12820513,152,144,425,721,57,#N/A,-0.566619871,-1.40416114,-0.656462126,-0.853569004,-0.684200422,-0.585092414,-0.215435553,0.301969879,0.144478957,-1.166681233,-0.048141492,-1.340702026,-1.799923689,-0.495589711,-1.175183263,-1.485838198,-0.598457097
397,BC,18,166,60.7,164.5,1.89,4.74,6.2,1.46,6.49,1.98,714,11.76276771,196,294,501,991,71,#N/A,-0.30171182,-0.240862044,-0.776388036,0.062065066,-0.320685205,-0.612100793,-1.049403843,-0.228204136,-0.883467801,-0.720325852,-0.797214411,-0.555607836,0.253066628,0.15424743,0.023942949,1.579520079,-0.006811262
398,Toronto,17.55342466,159,45.2,158.4,1.97,4.82,6.21,1.39,5.99,2.08,545,12.05752212,134,155,335,624,55,#N/A,-1.228890001,-1.749743717,-1.441431719,-0.501402054,-0.611497378,-0.639109172,-0.518696749,-0.925801524,-0.436534428,-1.739705032,-0.635513446,-1.661876921,-1.649371066,-1.265133693,-1.605980457,-1.923746523,-1.146030225
399,ATLANTIC,19,166,59.8,170.4,2.01,4.81,6.22,1.41,5.53,1.86,789,13.19397993,203,236,425,864,60,#N/A,-0.30171182,-0.328474528,-0.133149064,-0.783135614,-0.575145857,-0.666117551,-0.670327347,-1.567591121,-1.419787849,-0.267938642,-0.012057726,-0.430706488,-0.540756295,-0.495589711,-0.540090491,-0.82897571,-0.72296652
400,Quebec,20.1,153,52.5,155.4,2,4.85,6.22,1.37,6.8,2.2,744,14.17142857,254,245,470,969,60,#N/A,-2.023614156,-1.039109122,-1.768502383,-0.712702224,-0.720551943,-0.666117551,-0.367066151,0.204306245,0.099785619,-0.539370968,0.524166268,0.479289049,-0.417576875,-0.11081772,-0.073763631,-0.82897571,-0.168076876
401,BC,21,161.5,62.7,167,1.86,4.8,6.22,1.42,5.77,1.77,735,11.72248804,201,287,427,915,56,#N/A,-0.897754936,-0.046167635,-0.50382915,0.273365237,-0.538794335,-0.666117551,-0.746142646,-1.232744375,-1.822027885,-0.593657433,-0.819311661,-0.466392588,0.157260413,-0.478488733,-0.313588873,-1.704792361,-0.947310964
402,Toronto,19.49863014,166,68.9,168.8,1.91,4.81,6.22,1.41,6.31,2.15,1019,14.78955007,275,304,530,1109,68,#N/A,-0.30171182,0.557385034,-0.307586751,-0.078801714,-0.575145857,-0.666117551,-0.670327347,-0.479339196,-0.123681067,1.119382134,0.863264985,0.853993094,0.389932649,0.402211602,0.548005516,0.922657591,0.237694269
403,Toronto,16.92876712,174.5,76.7,189.6,2.06,4.87,6.23,1.36,6.08,2.1,1071,13.96349413,248,363,661,1272,69,#N/A,0.8241474,1.316693231,1.960103185,-1.135302564,-0.793254986,-0.693125931,-0.291250852,-0.800233994,-0.347147754,1.433037266,0.410094356,0.372230751,1.197442174,1.52232562,1.271922451,1.141611753,0.266053727
404,Toronto,15.92328767,170.5,64.3,175.4,2.05,4.87,6.23,1.36,6.19,1.98,856,13.3125972,203,237,437,877,68,#N/A,0.294331297,0.109587893,0.411968709,-1.064869174,-0.793254986,-0.693125931,-0.291250852,-0.646762569,-0.883467801,0.136193932,0.053015182,-0.430706488,-0.527069692,-0.392983847,-0.482354785,0.922657591,-0.169314102
405,BC,17,186,75.1,185.5,1.81,4.78,6.24,1.46,5.9,2,853,11.35818908,228,324,606,1158,68,#N/A,2.347368698,1.160937703,1.513106611,0.625532187,-0.466091292,-0.72013431,-1.049403843,-1.051369054,-0.794081127,0.118098443,-1.019164455,0.015369756,0.663664692,1.052048742,0.765624717,0.922657591,-0.220477102
406,Toronto,19.54794521,164.5,45.85,166,2.01,4.89,6.24,1.35,6.48,2.03,651,14.19847328,160,175,335,670,59,#N/A,-0.500392859,-1.686468033,-0.612852704,-0.783135614,-0.86595803,-0.72013431,-0.215435553,-0.242156084,-0.660001115,-1.100331108,0.539002876,-1.197957628,-1.375639024,-1.265133693,-1.40168488,-1.047929873,-0.574580454
407,Quebec,15,172.6,70.4,180.2,2.01,4.85,6.25,1.4,6.6,2.2,763,10.83806818,250,357,615,1222,61,#N/A,0.572484751,0.703405841,0.935281771,-0.783135614,-0.720551943,-0.747142689,-0.594512048,-0.07473271,0.099785619,-0.424766209,-1.304500476,0.40791685,1.115322562,1.12900314,1.049862041,-0.610021548,-0.337307076
408,Toronto,15.59726027,170.5,59.75,175.8,2.03,4.88,6.25,1.37,6.36,2.06,818,13.69037657,176,220,460,856,63,#N/A,0.294331297,-0.333341888,0.455578131,-0.924002394,-0.829606508,-0.747142689,-0.367066151,-0.409579457,-0.525921103,-0.093015588,0.26026327,-0.912468831,-0.759741928,-0.196322607,-0.575620157,-0.172113222,-0.328838451
409,BC,14,161,50,171.5,1.9,4.86,6.27,1.41,6.23,2.08,551,11.02,151,202,323,676,64,#N/A,-0.963981949,-1.282477134,-0.013223154,-0.008368324,-0.756903465,-0.801159448,-0.670327347,-0.590954778,-0.436534428,-1.703514055,-1.204693487,-1.358545075,-1.006100767,-1.367739557,-1.375037631,0.04684094,-0.785000881
410,Toronto,13.94246575,198,72.6,202,2.02,4.87,6.27,1.4,6.59,2.27,719,9.903581267,151,179,316,646,60,#N/A,3.936817009,0.917569692,3.311995262,-0.853569004,-0.793254986,-0.801159448,-0.594512048,-0.088684658,0.412638981,-0.690166705,-1.817155858,-1.358545075,-1.320892615,-1.427592978,-1.508273877,-0.82897571,-1.00884991
411,AB,23.7,170,78.7,166.5,1.96,4.88,6.28,1.4,6.25,2.04,838,10.6480305,247,300,207,754,65,#N/A,0.228104284,1.51138764,-0.558340927,-0.430968664,-0.829606508,-0.828167827,-0.594512048,-0.563050882,-0.615307777,0.027621001,-1.408754309,0.354387701,0.335186241,-2.359596245,-1.028623392,0.265795103,-0.712560262
412,Quebec,16.9,191,73.2,197.3,2.88,4.89,6.29,1.4,6.64,2.15,898,12.26775956,234,285,615,1134,73,#N/A,3.009638828,1.356546441,2.799584555,-6.910840549,-0.86595803,-0.855176206,-0.594512048,-0.018924919,-0.123681067,0.389530769,-0.520178118,0.122428054,0.129887209,1.12900314,0.659035721,2.017428404,0.256436976
413,ATLANTIC,21,166.9,62.2,169.6,1.96,4.87,6.29,1.42,5.92,2.02,773,12.42765273,240,354,462,1056,65,#N/A,-0.182503196,-0.094841237,-0.220367908,-0.430968664,-0.793254986,-0.855176206,-0.746142646,-1.023465158,-0.704694452,-0.364447914,-0.432461433,0.229486353,1.074262755,-0.179221629,0.312621482,0.265795103,-0.346537243
414,AB,17,180.5,90.5,181.5,2.02,4.9,6.3,1.4,7.61,2.09,983,10.86187845,229,324,484,1037,65,#N/A,1.618871556,3.395989117,1.077012392,-0.853569004,-0.902309551,-0.882184585,-0.594512048,1.334414014,-0.391841091,0.902236273,-1.291438267,0.033212805,0.663664692,0.008889122,0.228238526,0.265795103,-0.069035042
415,ATLANTIC,19.1,163.5,56.4,158.3,1.98,4.9,6.3,1.4,5.71,1.83,614,10.88652482,164,211,405,780,60,#N/A,-0.632846884,-0.659455024,-1.452334075,-0.571835444,-0.902309551,-0.882184585,-0.594512048,-1.316456062,-1.553867861,-1.323508799,-1.277917378,-1.126585428,-0.882921347,-0.666599485,-0.913151979,-0.82897571,-1.043737143
416,ATLANTIC,19.8,165,75.6,163.7,2.06,4.9,6.31,1.41,6.25,2.04,1068,14.12698413,309,325,568,1202,62,#N/A,-0.434165846,1.209611306,-0.86360688,-1.135302564,-0.902309551,-0.909192965,-0.670327347,-0.563050882,-0.615307777,1.414941778,0.499784242,1.460656786,0.677351294,0.727130172,0.961037878,-0.391067385,-0.080497822
417,Toronto,17.44109589,182.5,89.4,183.6,2,4.89,6.31,1.42,6.29,2.11,1133,12.67337808,249,315,673,1237,70,#N/A,1.883779608,2.55300273,1.305961857,-0.712702224,-0.86595803,-0.909192965,-0.746142646,-0.507243091,-0.302454416,1.807010693,-0.297657598,0.390073801,0.540485273,1.624931484,1.116480164,1.360565916,0.152590485
418,Toronto,16.43561644,181,74.7,181.4,1.99,4.93,6.31,1.38,6.12,2.11,1020,13.65461847,287,359,620,1266,71,#N/A,1.685098569,1.121998821,1.066110037,-0.642268834,-1.011364116,-0.909192965,-0.44288145,-0.744426203,-0.302454416,1.125413964,0.240646537,1.068109691,1.142695766,1.171755584,1.245275202,1.579520079,0.28236453
419,Quebec,19.1,162.1,50.1,158.2,1.96,4.9,6.32,1.42,5.72,1.99,639,12.75449102,184,201,422,807,60,#N/A,-0.818282521,-1.272742414,-1.46323643,-0.430968664,-0.902309551,-0.936201344,-0.746142646,-1.302504114,-0.838774464,-1.172713062,-0.253159398,-0.769724433,-1.019787369,-0.521241177,-0.793239358,-0.82897571,-0.822815985
420,ATLANTIC,14.5,168.1,48,169,2.02,4.91,6.32,1.41,5.97,2.02,592,12.33333333,151,197,369,717,60,#N/A,-0.023558365,-1.477171543,-0.28578204,-0.853569004,-0.938661073,-0.936201344,-0.670327347,-0.95370542,-0.704694452,-1.456209047,-0.484204638,-1.358545075,-1.074533777,-0.974417077,-1.192948095,-0.82897571,-0.879207041
421,AB,14.8,167.5,57.9,169.5,2.05,4.93,6.33,1.4,5.91,1.89,568,9.810017271,194,220,236,650,65,#N/A,-0.103030781,-0.447122515,-0.231270263,-1.064869174,-1.011364116,-0.963209723,-0.594512048,-1.037417106,-1.285707837,-1.600972954,-1.868484652,-0.591293936,-0.759741928,-2.111632073,-1.490509044,0.265795103,-1.018765085
422,Toronto,14.2739726,178,62.2,185.6,2.06,4.93,6.33,1.4,5.95,2.03,651,10.46623794,113,206,307,626,59,#N/A,1.287736491,-0.094841237,1.524008966,-1.135302564,-1.011364116,-0.963209723,-0.594512048,-0.981609315,-0.660001115,-1.100331108,-1.508484899,-2.036580966,-0.951354358,-1.504547376,-1.597098041,-1.047929873,-1.21966637
423,BC,11,162,48.9,163.5,1.85,4.8,6.34,1.54,5.83,2.09,590,12.06543967,166,181,319,666,63,#N/A,-0.831527923,-1.389559059,-0.885411591,0.343798627,-0.538794335,-0.990218102,-1.655926235,-1.149032688,-0.391841091,-1.468272706,-0.631169913,-1.090899329,-1.293519411,-1.401941512,-1.419449713,-0.172113222,-0.872396728
424,BC,19,165.5,55.3,171.5,1.9,4.9,6.34,1.44,5.45,1.76,627,11.33815552,178,205,385,768,66,#N/A,-0.367938833,-0.766536949,-0.013223154,-0.008368324,-0.902309551,-0.990218102,-0.897773245,-1.679206703,-1.866721222,-1.245095016,-1.030154781,-0.876782732,-0.96504096,-0.837609258,-0.966446478,0.484749266,-0.83625536
425,BC,16,179,76.5,180,1.9,4.91,6.35,1.44,5.7,1.91,858,11.21568627,226,270,533,1029,66,#N/A,1.420190517,1.29722379,0.91347706,-0.008368324,-0.938661073,-1.017226482,-0.897773245,-1.330408009,-1.196321162,0.148257591,-1.097340864,-0.020316344,-0.075411823,0.427863068,0.19270886,0.484749266,-0.553503446
426,ATLANTIC,20.5,166.3,70.4,174.9,2.05,4.95,6.37,1.42,5.62,1.89,787,11.17897727,295,311,523,1129,63,#N/A,-0.261975612,0.703405841,0.357456932,-1.064869174,-1.084067159,-1.07124324,-0.746142646,-1.442023591,-1.285707837,-0.280002301,-1.117479259,1.210854089,0.485738864,0.342358181,0.63682968,-0.172113222,-0.633205927
427,Toronto,24.93972603,177.5,71.6,182.6,2.03,4.91,6.37,1.46,6.63,2.1,1058,14.77653631,273,348,595,1216,75,#N/A,1.221509478,0.820222487,1.196938302,-0.924002394,-0.938661073,-1.07124324,-1.049403843,-0.032876867,-0.347147754,1.354623483,0.856125694,0.818306995,0.992143143,0.957993367,1.023214792,2.455336729,0.646111422
428,Quebec,20.6,169.6,68.4,176.4,2,4.94,6.4,1.46,7.08,2.24,903,13.20175439,290,338,622,1250,64,#N/A,0.175122674,0.508711432,0.520992264,-0.712702224,-1.047715638,-1.152268378,-1.049403843,0.594960782,0.278558969,0.419689916,-0.007792695,1.12163884,0.855277121,1.188856561,1.174215871,0.04684094,0.131191304
429,ATLANTIC,18,172.4,80.6,183.1,1.99,4.92,6.41,1.49,6.27,2.17,1046,12.97766749,219,316,613,1148,58,#N/A,0.545993946,1.696347329,1.25145008,-0.642268834,-0.975012594,-1.179276757,-1.27684974,-0.535146987,-0.034294392,1.28224153,-0.130725772,-0.145217692,0.554171875,1.111902163,0.721212635,-1.266884035,-0.478164183
430,Toronto,22.40547945,177,70,186.8,1.99,4.94,6.41,1.47,6.1,2.12,902,12.88571429,330,393,526,1249,69,#N/A,1.155282465,0.664466959,1.654837232,-0.642268834,-1.047715638,-1.179276757,-1.125219142,-0.772330099,-0.257761079,0.413658087,-0.181170894,1.835360831,1.608040238,0.368009647,1.169774663,1.141611753,0.035721733
431,ATLANTIC,18.6,173.2,80.3,183.5,2.05,4.99,6.42,1.43,6.12,2.07,892,11.10834371,233,323,605,1161,60,#N/A,0.651957167,2.193543146,1.295059501,-1.064869174,-1.229473246,-1.206285136,-0.821957945,-0.744426203,-0.481227766,0.353339792,-1.156228518,0.104585004,0.64997809,1.043498253,0.778948342,-0.82897571,-0.631393445
432,BC,21,174,85.8,174.5,1.86,4.93,6.42,1.49,5.65,1.93,883,10.29137529,310,437,655,1402,73,#N/A,0.757920388,2.202552793,0.31384751,0.273365237,-1.011364116,-1.206285136,-1.27684974,-1.400167748,-1.106934488,0.299053327,-1.604413775,1.478499836,2.210250731,1.471022688,1.849279516,2.017428404,-0.068831748
433,ATLANTIC,21.1,185,101.3,189.7,2.08,4.99,6.46,1.47,6.19,1.99,1140,11.25370188,325,426,782,1533,72,#N/A,2.214914672,4.669167204,1.97100554,-1.276169344,-1.229473246,-1.314318653,-1.125219142,-0.646762569,-0.838774464,1.849233499,-1.076485673,1.746145582,2.059698108,2.556934752,2.431077789,1.798474241,0.238397027
434,Quebec,15,156.2,48.1,157.5,2.02,5.01,6.46,1.45,5.58,1.77,539,11.20582121,145,74,255,474,60,#N/A,-1.599761274,-1.467436823,-1.539552918,-0.853569004,-1.302176289,-1.314318653,-0.973588544,-1.497831382,-1.822027885,-1.775896008,-1.102752797,-1.465603374,-2.757985838,-1.949172788,-2.272161686,-0.82897571,-1.403208046
435,ATLANTIC,18.1,173.4,67.1,174.5,1.97,4.95,6.46,1.51,5.58,1.85,765,11.40089419,254,290,526,1070,66,#N/A,0.678447972,0.382160066,0.31384751,-0.501402054,-1.084067159,-1.314318653,-1.428480338,-1.497831382,-1.464481186,-0.41270255,-0.995736623,0.479289049,0.19832022,0.368009647,0.374798396,0.484749266,-0.589667799
436,Toronto,18.0739726,177,73.15,176.2,2.07,5.03,6.46,1.43,6.41,2.15,824,11.26452495,285,403,585,1273,69,#N/A,1.155282465,0.971110654,0.499187553,-1.205735954,-1.374879332,-1.314318653,-0.821957945,-0.339819718,-0.123681067,-0.056824611,-1.070548183,1.032423592,1.744906259,0.87248848,1.276363659,1.141611753,-0.061342228
437,Quebec,0,161.1,57.2,167.7,1.94,4.93,6.47,1.54,6.39,2.02,646,11.29370629,192,231,445,868,56,#N/A,-0.950736547,-0.529643317,-0.427512661,-0.290101884,-1.011364116,-1.341327033,-1.655926235,-0.367723613,-0.704694452,-1.130490256,-1.054539427,-0.626980035,-0.609189305,-0.324579937,-0.522325658,-1.704792361,-0.998141618
438,ATLANTIC,17.5,186.6,76.5,187.6,2.01,4.98,6.47,1.49,7.28,2.38,851,11.12418301,267,331,715,1313,60,#N/A,2.426841114,1.29722379,1.742056075,-0.783135614,-1.193121724,-1.341327033,-1.27684974,0.873999738,0.904265691,0.106034784,-1.147539151,0.711248696,0.759470907,1.984052009,1.454011987,-0.82897571,-0.197966034
439,Quebec,21.2,165,62.5,168.1,2.05,5.03,6.47,1.44,6.43,2.01,674,10.784,210,277,502,989,65,#N/A,-0.434165846,-0.065637076,-0.38390324,-1.064869174,-1.374879332,-1.341327033,-0.897773245,-0.311915822,-0.749387789,-0.961599031,-1.334162042,-0.30580514,0.020394392,0.162797918,0.015060533,0.265795103,-0.541309852
440,AB,14.2,160.5,48.1,158.5,2.07,5.03,6.47,1.44,6.3,1.96,668,13.88773389,148,214,364,726,61,#N/A,-1.030208962,-1.467436823,-1.430529364,-1.205735954,-1.374879332,-1.341327033,-0.897773245,-0.493291143,-0.972854476,-0.997790008,0.368532621,-1.412074225,-0.841861541,-1.017169521,-1.152977222,-0.610021548,-0.645816865
441,Quebec,17.7,175,82.1,182,1.98,5.01,6.48,1.47,6.68,2.15,993,12.09500609,296,379,730,1405,68,#N/A,0.890374413,1.842368136,1.131524169,-0.571835444,-1.302176289,-1.368335412,-1.125219142,0.036882872,-0.123681067,0.962554568,-0.614949908,1.228697139,1.416427808,2.11230934,1.86260314,0.922657591,0.167771657
442,BC,15,173.5,60.6,179,1.96,5.04,6.5,1.46,5,1.74,568,9.372937294,183,246,370,799,64,#N/A,0.691693375,-0.250596765,0.804453506,-0.430968664,-1.411230854,-1.42235217,-1.049403843,-2.307044353,-1.956107897,-1.600972954,-2.108264792,-0.787567483,-0.403890273,-0.965866589,-0.828769024,0.04684094,-1.32391788
443,Toronto,17.38356164,182,98.7,198,2.15,5.11,6.55,1.44,6.06,2.12,1077,10.9118541,317,359,635,1311,64,#N/A,1.817552595,3.458331734,2.875901043,-1.769203075,-1.665691505,-1.557394067,-0.897773245,-0.82813789,-0.257761079,1.469228243,-1.264021847,1.603401184,1.142695766,1.300012914,1.44512957,0.04684094,-0.431516658
